Date,ticker,open,high,low,close,volume
2022-06-02,XLU,67.881,68.072,66.5063,68.0083,13752758
2022-06-03,XLU,67.7261,68.0994,67.5533,67.6806,9717230
2022-06-06,XLU,68.2904,68.5052,67.8992,67.9813,11175344
2022-06-07,XLU,67.808,68.4543,67.3894,68.3908,10886527
2022-06-08,XLU,68.0903,68.092,66.9479,67.0528,10969746
2022-06-09,XLU,67.016,67.3394,65.3959,65.4414,14153344
2022-06-10,XLU,64.795,65.5233,64.3944,64.9405,18016429
2022-06-13,XLU,64.1123,64.2579,61.65,61.9549,28958280
2022-06-14,XLU,62.0276,62.2553,59.7064,60.3892,28201073
2022-06-15,XLU,60.9262,61.7091,60.0433,60.7807,28377997
2022-06-16,XLU,60.0251,60.0251,59.1329,59.6063,26471547
2022-06-17,XLU,59.6974,60.116,58.5593,59.0511,23689727
2022-06-21,XLU,59.2576,60.5055,59.1107,60.1751,20306834
2022-06-22,XLU,59.8539,61.253,59.8356,60.8084,15574673
2022-06-23,XLU,61.166,62.3498,61.0834,62.2396,22417720
2022-06-24,XLU,62.5702,63.4507,62.3222,63.3225,16388305
2022-06-27,XLU,63.1847,63.983,62.937,63.8362,12683853
2022-06-28,XLU,64.0473,64.5428,63.5152,63.5977,14370529
2022-06-29,XLU,63.6987,63.8914,63.2399,63.6435,16527062
2022-06-30,XLU,63.249,64.8272,63.1664,64.35,20563751
2022-07-01,XLU,64.6804,66.0338,64.4188,65.9283,18666568
2022-07-05,XLU,65.7815,65.8274,62.6802,63.6802,24005216
2022-07-06,XLU,63.9923,64.928,63.4876,64.3409,15539831
2022-07-07,XLU,64.6714,64.8822,64.208,64.2767,9154276
2022-07-08,XLU,64.2123,64.35,63.8547,64.0656,6846592
2022-07-11,XLU,63.8179,64.584,63.6712,64.4694,7210796
2022-07-12,XLU,64.0931,64.9741,63.8867,64.1573,10430179
2022-07-13,XLU,63.561,64.5795,63.5012,63.8914,20793321
2022-07-14,XLU,62.8636,63.983,62.7168,63.8914,10312546
2022-07-15,XLU,63.9555,64.1023,62.9095,64.0105,9527432
2022-07-18,XLU,63.8638,63.9555,63.0931,63.1205,8403692
2022-07-19,XLU,63.5333,63.8728,63.3131,63.5243,12377952
2022-07-20,XLU,63.6344,63.6619,62.6019,62.6802,18573372
2022-07-21,XLU,62.8545,62.8727,62.2534,62.8455,14183879
2022-07-22,XLU,63.3498,63.9555,63.2032,63.7077,10649267
2022-07-25,XLU,63.6068,64.5244,63.4327,64.506,9422534
2022-07-26,XLU,64.451,65.0932,64.3777,64.8915,9772635
2022-07-27,XLU,64.5886,65.1254,64.4097,64.9466,11271137
2022-07-28,XLU,66.0936,67.4148,66.0385,67.2773,16192291
2022-07-29,XLU,67.1487,68.1396,67.1394,67.8553,13376216
2022-08-01,XLU,67.6441,67.9837,67.2082,67.9287,12613987
2022-08-02,XLU,68.2313,68.6261,67.7361,67.7911,12487467
2022-08-03,XLU,67.69,68.3736,66.6348,68.2132,11966459
2022-08-04,XLU,68.2498,68.8554,68.0297,68.36,9442389
2022-08-05,XLU,68.1764,68.4886,67.4699,68.1122,12015375
2022-08-08,XLU,68.6994,69.0205,67.8919,68.2132,9208391
2022-08-09,XLU,68.424,69.1031,68.3783,68.9746,8835197
2022-08-10,XLU,69.2867,69.4335,68.7726,69.2776,8597891
2022-08-11,XLU,69.3784,69.9656,69.0663,69.2684,8744888
2022-08-12,XLU,69.7363,70.4062,69.5986,70.3968,8608919
2022-08-15,XLU,70.2594,71.0575,70.1308,70.9842,8484764
2022-08-16,XLU,70.8284,71.4475,70.7501,71.1859,8488498
2022-08-17,XLU,70.8924,71.374,70.8374,71.0667,11598907
2022-08-18,XLU,71.1309,71.553,71.0804,71.3329,9023119
2022-08-19,XLU,71.2411,71.6175,70.9751,71.2961,9419609
2022-08-22,XLU,70.9567,71.0898,70.1399,70.3236,14414622
2022-08-23,XLU,70.1951,70.351,69.6172,69.9014,8580698
2022-08-24,XLU,69.8096,70.2134,69.6353,70.1217,8174890
2022-08-25,XLU,70.287,70.553,69.7546,70.553,7956676
2022-08-26,XLU,70.5806,70.8145,69.4015,69.4702,9662564
2022-08-29,XLU,69.1123,70.1951,68.7086,69.6811,12248219
2022-08-30,XLU,69.663,69.7178,68.406,68.6627,11203905
2022-08-31,XLU,68.6994,69.1216,68.181,68.2132,11994989
2022-09-01,XLU,67.9469,69.2913,67.9469,69.1949,15344713
2022-09-02,XLU,69.3693,70.0207,68.2498,68.4519,13915203
2022-09-06,XLU,68.8371,69.5847,68.4519,68.6261,17927758
2022-09-07,XLU,68.9563,70.8741,68.883,70.773,17169959
2022-09-08,XLU,70.5069,71.1834,70.3419,70.7181,13704843
2022-09-09,XLU,71.14,71.4063,70.5162,71.0027,11541954
2022-09-12,XLU,71.1955,71.7733,70.9751,71.6815,12358876
2022-09-13,XLU,70.9567,71.2504,69.4335,69.773,19156950
2022-09-14,XLU,69.8007,70.7364,69.7272,70.3419,12150097
